Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
163347,B000CQID1A,AQXR5XB3URGK9,"R. A. McDowell ""WWSista""",1,1,5,1308009600,"If you like Slim Jims and/or Tabasco, then these babies are fantastic. Hot, but delicious. A+!!!","This review is in reference to the 18 count pack of Tabasco flavored Monster Slim Jim's, although any size of the Tabasco Slim Jims are GREAT. (<a href=""http://www.amazon.com/gp/product/B000CQE3HS"">Slim Jim Giant Smoked Snacks, Tabasco, 0.97-Ounce Sticks (Pack of 24)</a>)<br /><br />  I love Tabasco sauce, and love the amazing synergy products they have made with other companies. So when I saw Tabasco Slim Jims, being a fan of Slim Jims anyway, I had to try them. The smaller sized ones, which I have been unable to find here on Amazon, taste great, but they are somewhat tougher than the larger versions, though not in a bad way. The medium sized and large ones, which this review is about, are much softer. Regardless, they are ALL delicious. They have the same spicy flavor that we Tabasco lovers have come to crave, but at the same time, since it was mixed in with other ingredients, it isn't so hot that you are forced to stop eating no matter how good it tastes. My friends and I all agree that it does have a high heat factor to it, and people who don't like spicy stuff might find it too much. But if you like spicy foods, these are an AMAZING snack. If you haven't tried them, then I highly recommend you get one from your grocery or convenient store. If you like them, buy them here since they are cheaper in bulk. Fans of Tabasco will not be disappointed. That's my $.02 on the matter folks.<br /><br />  Thanks you so much for your time folks.<br />  Sincerely, R.A. McDowell"
164287,B000G7VYRA,A1Z54EM24Y40LL,c2,0,0,5,1249257600,The best!,"As a rule, Snyder's just makes the best pretzels, hands down.  They've been making them for 100 years now and well, there's a reason they're still in business!  These are great - they disappear rather quickly.  My only complaint is that they're small and very hard so they scrape the roof of your mouth.  Other than that, they're the best tasting things out there.  Highly recommend!"
166430,B000IMSSHM,A1Z54EM24Y40LL,c2,0,0,5,1307750400,LOVE these!,"Boy are these a surprising find!  I picked up a bag of these at Christmas when they were marked down, not having any idea what I would do with them but since they were almost free, well....  Anyway, you HAVE to try the oatmeal cinnamon cookie recipe on the back.  It is totally awesome!  They make a zillion, literally.  You can bake a batch for your family and still have enough to give to a neighbor.  They are NOT those hard, nasty, crumby crunchy things either.  Not by a long shot.  They're just so soft and chewy, moist, ahhh.  You gotta LOVE Hershey!  This is the one weird item that we, the forgotten people in Ohio, can get at the grocery on a regular basis, depending on where you shop.<br /><br />However, if you're looking to make something like cinnamon bread, these are not your guys.  They won't produce that thick line of cinnamon that the recipes require, but are more made for accents to holiday items, cookies and cupcakes.  Great, great item, a nice change from chocolate.  Highly recommend!"
167125,B0012KIBBW,A1Z54EM24Y40LL,c2,1,1,5,1249516800,A House Favorite!,"I've been buying this variety for quite a few years for one of my Persians. He just loves this stuff!  The chunks are ""manly"" for him and he just whirls away at this stuff until it's gone.  Great stuff, high nutritional value too which is awesome since he's older now.  Highly, highly recommend!"
167636,B006BXUZVO,A1Z54EM24Y40LL,c2,0,0,5,1335744000,AWESOME!,"Boy, do I LOVE this cereal!  It's not overly sweet, has a wonderful cinnamon flavor, with wonderful clusters that are not saturated with spices, and just enough almonds for crunchiness.  Just a perfect blend of flavor and raisins!  Raisin Bran has always been one  of my favorites and this one is definitely at the top of the list.  A wonderful improvement, the box barely made it two days in this house.  Highly, highly recommend!"
168416,B0001ES9F8,A2QM83C1ZCI0EM,ConSumEr,0,0,1,1320796800,Almost not drinkable,"Well, the reviews were really good for this coffee, so I decided to buy in bulk.  Big mistake.  Maybe my taste is just different, but this tasted like the taste in my mouth after a night of whiskey and cigarettes.  Will never buy this again."
169399,B001EQ4ABO,A1Z54EM24Y40LL,c2,1,1,5,1269043200,LOVE these!,"I'm not sure what all the negative reviews are about.  Apparently, these are not the same as what this company used to make, but for us poor folks in Ohio who NEVER get anything like this, WE LOVE THEM!  And, quite frankly, if you put ""HERSHEY"" on anything, well, we're going to at least try it! We go nuts for this chocolate licorice, and it so much better for you than regular chocolate.  So, if you folks have been spoiled by something better, that's great.  But for those of us who have never had anything else, this stuff is awesome! Just wait for the Reese's peanut butter ones.  Oh boy! Highly, highly recommend!"
170141,B005S02F4G,A1Z54EM24Y40LL,c2,0,0,5,1329696000,A new favorite!,"I really HAVE to stop browsing the cat food aisles and coming home with this stuff, but quite frankly, the guy just loves it!  This is NOT a pate, but contains very small bits so those of you who have cats with smaller mouths, this is a great find.  I have all three varieties - turkey, beef and chicken, and my cat just loves each one of them.  I've been pawed on the leg for more when the bowl is empty and so, well, that's enough for me!  Great stuff, very pricey here, however, so check your local store first.  Should be around sixty cents a can in the midwest.  Hey, something new that they actually let us poor schmucks here in Ohio actually have!  Yeah!  Great product, highly recommend!"
170917,B001U94XXU,A1Z54EM24Y40LL,c2,1,1,5,1270684800,My FAVORITE Easter candy!,"I always start buying these right after Valentine's day because, quite frankly, I'm addicted to these things! Wish them came out at other times during the year! I've enjoyed these guys for at least 42 years and they were even in my very first Easter basket! A candy covered, chocolate covered malted milk egg.  Wow. What more could you ask for in life?! Great, great stuff, they won't break your teeth off either.  This price is pretty high here though. I only pay 1.50 for a 10 ounce bag so this should be about [...] instead of the [...] they're suggesting. Highly recommend!"
171067,B00009ZIY2,A1Z54EM24Y40LL,c2,1,2,4,1285977600,Loved in this house!,"I have one cat that is totally all things Whiskas!  I bought her a bag of this on a whim and gave it to her the same time I gave her some wet food.  It was quite amusing to see her go from one bowl to the next, trying to decide which to eat first!  She grabbed some wet, went to this, went back grabbed more wet, back to this, it was quite comical!  She loves the taste of this dry food, however, it's terribly hard for her to eat it.  The kibble is quite large and I'm trying to figure out if the makers thought they were making this for dogs!  She mostly has to swallow it whole unless I put some in a plastic baggy and whack it with a hammer.  They're just too stiff to snap in half with your fingers.<br /><br />Other than that, I do recommend this, but if your cat has a small mouth like mine, you might want to try something else.  She likes it so much that I keep giving it to her, but I'm still trying to find ways to help her eat it."
171876,B00032A4X8,A1Z54EM24Y40LL,c2,1,2,5,1160092800,Great stuff!,Don't be fooled by a lesser brand than Kraft. They've been doing this parmesan cheese for years and there's nothing else like it.  I've been using this ever since I was a child and the knock-off brands taste a lot like chalk and not cheese.  Kraft doesn't have the fillers like others do and it just tastes better.  You really can't do any better unless it's fresh from the deli.  Highly recommend!
176587,B0012KCUXW,A1Z54EM24Y40LL,c2,1,1,5,1249171200,A nice surprise,"I am always leery about buying anything that has ""grill"" in it -it is almost always an immediate reject.  But, not so with this one!  Quite the surprise - it was wiped out in about 3 minutes flat!  Great stuff, the flavor must be great and the smell is quite fresh, like a meat market.  These gourmet varieties are quite the favorite in this house (nah, they're not spoiled that much!).  Highly recommend!"
179354,B000CQC050,A1Z54EM24Y40LL,c2,0,0,5,1306108800,Been drinking it for years!,"I discovered this tea at work one day and have been drinking it for the past 25 years!  It's just awesome - you don't even need sugar - just some hot water and voila! Instant licorice flavor.  If you're not familiar with Stash's teas, then be sure to give this one a try.  They have wonderful, rich flavored teas, not too strong or too weak.  They come in a zillion varieties and all just equally as good.  Sign up for auto delivery on this one - you'll be back for more.  Highly recommend!"
180151,B000M2UNG2,A1Z54EM24Y40LL,c2,2,4,5,1255219200,Great for other than breakfast!,"Is there REALLY anything better than a ooey, gooey, chocolate filled Pop Tart to make your day?!  I've loved these things for 40+ years and quite frankly, don't really care about any of the other kinds except, of course, the cookies and cream which has ALWAYS been my absolute favorite!  What's really great about these though is that they're marvelous for desserts.  Just crumble them up really fine to make a better graham cracker chocolate crust, or to use as ice cream sundae toppings.  Golly, you could just paste them to the inside of your mouth and let them slowly dissolve too!  A chocoholics dream, but with vitamins!  Hey, we need all the excuses we can get, huh?  Highly, highly recommend!"
181750,B001J9QBU4,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",0,0,5,1349568000,"Green Mountain Coffee, Nantucket Blend K-Cup Portion Pack for Keurig Brewers, 50 count",I received the order in time. I love the flavor of this coffee and I can only make one cup of coffee at a time so I have a fresh cup of coffee all the time.
186099,B0007OVVIY,A1Z54EM24Y40LL,c2,1,1,5,1129507200,The best!,"Is there really a better bar than this one?  Not sure - Clark bars are awesome too but I really, really love these 5th avenues. Been eating them for years and years and I'm SO glad that Hershey now has them.  Wow, what a perfect marriage!  Highly recommend!"
187529,B00356BP0U,A1IOSSMG1CLUCB,"Barbara  Murray ""grandma""",0,0,5,1313539200,Graduate Yogurt Blends,Bought these for my granddaughter when she was an infant and she loved them.  We still buy them for her even though she has aged out of them when we travel or go to the pool/beach...they don't have to be refrigorated.
188433,B0026YDP3C,A1Z54EM24Y40LL,c2,3,3,4,1325462400,"Hard to find, glad it's in our local grocery!","I must warn you - it's taken me 2 years to be quick enough to get a package of this coffee.  It doesn't matter if it's Amazon or the local grocery store with a ""k"" - I always miss getting one before it sells out!  Then, I'm stuck with going to trader joe's and well, their's just is a bit weak for me.  Anyway, since Millstone, in my humble opinion, makes about the best cup of coffee around, I wanted one in pumpkin spice, seeing that I'm all things pumpkin.  And, what do you know?  I got to the local grocery and picked up the VERY last one (and I even had a coupon!).  The waiting didn't disappoint - the flavor is rich, smooth, and although it comes close to resembling vanilla, the pumpkin flavors come through magnificiently.  It is not too heavy on the allspice and allows the nutmeg and cinnamon to shine. It is robust, never too weak, and has enough body to be strongly highlighted when coupled with cream and sugar.  If you use a frothing machine, no kidding, it beats Starbucks!  I like to buy enough of these fall and winter coffees before they're gone just because I like to enjoy them all winter here in cold, blustery, blowing snow down your chimney, Ohio.  Hope you can grab a bag when this comes in - it's worth the wait!  Highly, highly recommend!"
188443,B002UT92L2,A1Z54EM24Y40LL,c2,0,0,3,1326240000,Couldn't get the duck lover to eat this!,"Of all the foods that my Persian likes, duck is by FAR his favorite.  So, since I haven't been able to find much canned these days, I saw this bag of food and thought I'd finally saved the day.  No so! He wouldn't even TRY this stuff and it sat in his bowl for over a month! No kidding, we left him alone for a day while we were swimming and he starved himself over eating this food. About had my leg taken off when I returned home too (and if you've ever seen the size of a Persian's feet, you know that that was a near amputation...). The kibble is a bit larger on this food so if you're buying it for a cat with a smaller mouth say, oh, like a Persian, then this might be an issue. But if not, then maybe you'll have better luck than I did! Thinking the size was putting him off, I actually broke some into smaller pieces.  But, it was the taste - he wouldn't even eat it out of my hand.  It's a great natural food (but the kibble looks dark green, ewww!) without animal by products, but if they won't touch it, well, guess there's nothing you can do about that. Try it - but try it at your local petsmart first because if you get a slap from your cat as you walk by, well, they'll take it back and give you something else!  Comment | Permalink"
188533,B00474VPLI,A1Z54EM24Y40LL,c2,2,2,5,1329696000,LOVE this stuff!,"I just LOVE this coffee!  It's just so light, not heavy and ""burned"" like a lot of morning coffees, but it has all the caffeine that you're accustomed to for morning.  I have always loved Caribou's coffees WAY over Starbuck's (Starbuck's is AWESOME for growing roses, however), and this one is just perfect for us.  It's not overdone, just a smooth, rich blend of some of the most awesome beans available.  If you put your nose close enough to your Keurig, this one is a delight to smell after you pull down the handle and it pierces the top. Ahhhhh!  SO LOVE this stuff, highly highly recommend!"
191414,B000ER5D4M,AXLWYATME4LVK,S. Wild,0,0,5,1302480000,Great product,My Grandson loved these and I love the ingredient list and the fact they are organic. I compared prices to all the stores in the area and could not get them as cheap as I did here at Amazon.
192410,B006GA666U,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",0,0,5,1349568000,"Emeril's Big Easy Bold K-Cup Portion Pack for Keurig Brewers, 50 count",I received the K-cup coffee on time and in execellant conditon. I was late in reviewing the coffee. I drank the coffee and the flavor was very good.
193422,B005M16T16,A1Z54EM24Y40LL,c2,1,1,5,1325980800,Fabulous new treat!,"My toothless male actually will sit next to the lazy Susan where I keep his food, hoping for a few of these things!  That's totally out of his realm - you come to him with his food, he's too good to search it out for himself!  I can't get enough of these down him, or fast enough, to suit him.  The guy can eat almost 1/2 a package in one sitting!  They're soft chewies and this is the only variety we can get right now.  But, he loves the things so I'm going to order the other varieties here on amazon.  Highly recommend!"
197411,B000CDLJPA,A20EEWWSFMZ1PN,"bernie ""webviator""",1,2,5,1240531200,Nothing,"Now you may ask why pay to have H20 packed and shipped half way around the world just to be guzzled in a mater of seconds, minutes at the most?<br /><br />Well ""nothing"" is the reason. Everyday you hear about the odd stuff that is in local water supplies. My favorite statement is ""it may look nasty and taste awful but it is perfectly safe."" So we turn to bottled water that is everything from the same local water just packaged to fancy mineral water that needs lime to mellow it out. Included in this category is a concoction called drinking water; they take everything out and put back what they guess makes water drinkable. The worst sort of stuff is items packed in colorful plastic bottles that taste like colorful plastic.<br /><br />Evian on the other hand is water the way that nature intended. It goes down smooth and has no after taste. It is refreshing when cooled but can work well even at room temperature.  Gourmet coffee locations use this as the base water because it does not distract from the taste. The water is even used externally for applying and removing makeup. I keep a case in the car incase of any emergency that may come up.<br /><br />There is ""nothing"" more satisfying."
202580,B000MWYAMU,A26LCS1BBLKY9F,BlackHawk,0,0,4,1255305600,"Good, solid product - worth eating.  Somewhat spicy.","First this product excels because it isn't loaded with nasty preservatives, chemicals or other nasty junk, just the good stuff.  The meat itself is perfection, I haven't ever found any fat or hard bits, always just the right moisture and texture good quality tender meat.  The only reason I give this 4 stars is because I personally don't care for the spice they used (it is a powdered type and not hot enough for me.)  It tastes good but isn't my favorite.  If you aren't into inferno heat out of your food give this a try as you may just like it a lot!"
203404,B000CQC04Q,A1Z54EM24Y40LL,c2,0,0,5,1306108800,Been drinking it for years!,"I discovered this tea at work one day and have been drinking it for the past 25 years!  It's just awesome - you don't even need sugar - just some hot water and voila! Instant licorice flavor.  If you're not familiar with Stash's teas, then be sure to give this one a try.  They have wonderful, rich flavored teas, not too strong or too weak.  They come in a zillion varieties and all just equally as good.  Sign up for auto delivery on this one - you'll be back for more.  Highly recommend!"
204879,B00394XQ28,A20EEWWSFMZ1PN,"bernie ""webviator""",0,0,5,1350086400,What's in your body?,Topo Chico makes a great replacement for all those sweet drinks that are no longer in vogue. I use it to quench thirst or compliment food with the fizz. If you are a snob you can add ice and lime. There is not bite to the aftertaste. I always keep a bottle in the fridge for a quick grab.
204921,B000UYIPYY,A1Z54EM24Y40LL,c2,0,0,5,1249257600,The best!,"As a rule, Snyder's just makes the best pretzels, hands down.  They've been making them for 100 years now and well, there's a reason they're still in business!  These are great - they disappear rather quickly.  My only complaint is that they're small and very hard so they scrape the roof of your mouth.  Other than that, they're the best tasting things out there.  Highly recommend!"
206607,B001CTYT6E,A26LCS1BBLKY9F,BlackHawk,8,8,5,1263772800,Good Stuff,"The jerky tastes good, the texture is good, taste is good, not oily, not dry.  The pepper taste is very light - I have had some pepper jerky that almost made me choke on the pepper (I like pepper) and this jerky just tastes good - the taste of pepper is there but very mild.  This is well worth trying."
206610,B001CTYT6E,A26LCS1BBLKY9F,BlackHawk,2,2,5,1255305600,This stuff is awesome - VERY TASTY!,"I bought the Ostrim with a little apprehension never having eaten any Ostrich meat.  After I had my first bite I KNEW I would be ordering more!  This is one of the best beef sticks (ok beef and Ostrich) that I have tasted, not only that it is very low calorie and high protein (which helps you feel full longer) and is all natural.  I'm not even half down with my first order and I already ordered a second batch.  This is just really good stuff, if you like beef jerky and beef sticks try this and you'll probably like it.  When you eat it the stick has a snap to it, tastes clean, not oily / greasy or fatty.  You taste just meat and before you know it you've eaten the whole thing and are thing about another."
207162,B003D4IYSU,A1Z54EM24Y40LL,c2,1,1,5,1299369600,Incredible Chocolate tea!  Hershey's anyone?,"I tell everyone I know to buy this tea.  It's the ONLY chocolate tea I've found that actually tastes like chocolate!  It's not overwhelming and although I'm not normally a fan of hazelnut, it really only serves to act as a flavor enhancer to the chocolate.  It's just awesome, hands down, not weak either, although it is decaf.  The price here is a bit high - you can get this in the store that begins and ends with a t here in the States for about two dollars and a quarter for the 18 bag size.  Great, incredible stuff, I'm almost out again!  Highly, highly recommend!"
207817,B000CQID2Y,A1Z54EM24Y40LL,c2,0,0,5,1306108800,Been drinking it for years!,"I discovered this tea at work one day and have been drinking it for the past 25 years!  It's just awesome - you don't even need sugar - just some hot water and voila! Instant licorice flavor.  If you're not familiar with Stash's teas, then be sure to give this one a try.  They have wonderful, rich flavored teas, not too strong or too weak.  They come in a zillion varieties and all just equally as good.  Sign up for auto delivery on this one - you'll be back for more.  Highly recommend!"
208084,B001G0NL04,A1Z54EM24Y40LL,c2,4,4,5,1249430400,Great treat!,"My guy doesn't go for this one as much as the original version of this treat, but he does love it.  The cheese part is his favorite, and he will start pawing at the bag until I give him some!  Can't figure out how on earth he can smell these things through their foil pouch and a grocery sack, but he can!  Guess it's true love!  Anyway, highly recommend!"
208097,B001G0NL04,A1Z54EM24Y40LL,c2,1,1,5,1249430400,AWESOME treat!,"I've never seen a cat treat inhaled before, but these go down without a tooth mark in them anywhere!  My cat will finish off half a bag in less than 4 minutes of these things.  They're pretty awesome in his sight and he can smell these things through the bag and starts yelling for them as soon as I bring them home!  He's never done that before with other treats.  Great, great product, nice nutritional value too, highly, highly recommend!"
208572,B002ZJQQK2,A1Z54EM24Y40LL,c2,10,10,5,1199577600,"Great snack, convenience","Love fig newtons!  These are really fresh individually sealed, unlike their 1lb counterpart packages that have a tendency to get stale rather quickly.  These are worth the extra cost for that reason alone.  But, they're grab and go snacks too that are somewhat healthy for you than a regular cookie.  They also make great treats for after ballgames and other sports.  We love these in our house, highly recommend!"
211379,B000G7VZ7Y,A1Z54EM24Y40LL,c2,1,1,5,1249171200,LOVE these!,"If these make it longer than five minutes in my house, well, then it's a miracle!  They just have a fabulous taste to them, they're light, not salty at all, and just are a great snack, especially for children.  Warning though - it's next to impossible to eat just a couple.  They're very addicting!  Highly recommend!"
211501,B002F8SV1K,A20EEWWSFMZ1PN,"bernie ""webviator""",0,0,5,1259107200,A popular product from a major movie,"Although these delicious delicacies can stand on their own merit, they have a know reputation.  Everyone remembers the red stapler from ""Offices Space"" (1999). But only a connoisseur would associate gummy bears with ""Ferris Bueller's Day Off"" (1986). While Ed Rooney (Jeffrey Jones) was making his principal getaway on a school bus, a young lady offered him a gummy bear. It was warm and chewy as she kept them in her pocket.<br /><br />You do not need to keep these animals in your pocket to enjoy them. Just be aware that they may not blend well with temporary fillings. You can just suck on them in that case."
215951,B001BX4U2E,A3LF9GB062XMF6,TheLlamaBook,1,3,4,1267056000,24 bottles:$60 != 2(12 bottles):2($24),"24 bottles is $60 dollars, but <a href=""http://www.amazon.com/gp/product/B001AS1A4Q"">5-Hour Energy Extra Strength Berry 12 bttls</a> costs $24.....<br /><br />Even if you have to add a filler item to bump the price over $25 so that you'll get super saver shipping, it's cheaper to buy this product in 12 bottle increments.<br /><br />Silly amazon."
216666,B0005ZHOUO,A1Z54EM24Y40LL,c2,0,0,5,1311552000,LOVE these things!,"Always the lunchbox stable, these chocolate cupcakes with their infamous white swirl down the middle are still one of my favorites.  No, they don't taste the same as they did in the 60s, but then again, WHAT does?  The cream is what I notice the most - not quite as creamy and lush as they used to be, but well, they're still great and taste great to the next generation.  They're also awesome frozen on a hot day.  They have to be considered an American staple - especially since Hallmark has turned them into a Christmas ornament!  Even though they do contain beef fat (weird, huh?), they're still good.  All cakes for the most part, unless you use applesauce, contain some sort of fat or oil to make them moist.  Just jump on the treadmill for a couple of minutes and well, there it goes!  Great product, been enjoying them for 40 years, highly recommend!"
217720,B000CQG87Q,A1Z54EM24Y40LL,c2,0,0,5,1306108800,Been drinking it for years!,"I discovered this tea at work one day and have been drinking it for the past 25 years!  It's just awesome - you don't even need sugar - just some hot water and voila! Instant licorice flavor.  If you're not familiar with Stash's teas, then be sure to give this one a try.  They have wonderful, rich flavored teas, not too strong or too weak.  They come in a zillion varieties and all just equally as good.  Sign up for auto delivery on this one - you'll be back for more.  Highly recommend!"
218844,B0019ZRLSO,A1Z54EM24Y40LL,c2,3,3,5,1270684800,LOVE these!,"If you live in Ohio, then you can't have these, or so they tell us.  Because, here in Ohio, we like our food bland.  Bland and so dead that all the flavor is boiled out of whatever we get to eat and if it isn't cooked that way, someone has to complain and say they speak for all of us.  Ohio, the food concentration camp of North America!<br /><br />Sarcasm aside, when we USED to have things like this, people's minds were blown apart.  Kids loved them, we all ate them all the time, and life was generally sunny and happy.  Now that they're gone, we have 212 gray days a year here in Ohio, all because they've taken away our happy food and ANYTHING that remotely resembles flavor.  So, if you're blessed enough NOT to live in Ohio (I've heard it's spreading to Indiana too so watch out...), be sure you partake of these.  They're completely awesome, great for vacations, and taste just like the pops, only without the stick.  And when you enjoy these wonderful pieces of candy, please, remember us poor folks in Ohio with our bland, boring, lifeless food and be glad you know how to live ""outside the box.""  Highly recommend!"
219293,B00099XO14,A1Z54EM24Y40LL,c2,1,1,2,1338940800,SUPER salty!,"These have really increased in salt over the years - I've been using them occasionally for about 20 years now and after buying them for a quick dinner, that certainly won't be happening again!  The salt, UGH!  May as well go to the ocean and swallow a mouthful, or even the Dead Sea.  I don't normally buy prepackaged items like this because of all the preservatives, but this one is quite ridiculous.  It would really be nice if someone could invent a prepackaged item like this without all the salt and whatever else you don't recognize on the label!  It's just SO unhealthy for kids and adults, especially those with high blood pressure.  PLEASE, we're busy moms.  SOMEONE invent something that's quick, easy, and HEALTHY!  Can't recommend this one - I was asked to not buy them again from a family of hungry boys.  You know, that says about everything!"
221190,B002F8FG54,A20EEWWSFMZ1PN,"bernie ""webviator""",0,0,5,1259107200,A popular product from a major movie,"Although these delicious delicacies can stand on their own merit, they have a know reputation.  Everyone remembers the red stapler from ""Offices Space"" (1999). But only a connoisseur would associate gummy bears with ""Ferris Bueller's Day Off"" (1986). While Ed Rooney (Jeffrey Jones) was making his principal getaway on a school bus, a young lady offered him a gummy bear. It was warm and chewy as she kept them in her pocket.<br /><br />You do not need to keep these animals in your pocket to enjoy them. Just be aware that they may not blend well with temporary fillings. You can just suck on them in that case."
222346,B004E4CCSQ,A1Z54EM24Y40LL,c2,0,0,5,1320192000,Great convenience product!,"Well, was this ever a nice surprise! A bitty squirt, and I DO mean bitty, into a glass of water and voila!  Instant peach iced tea!  The flavor is quite nice, sweetened but not so much so that it gags you, and the peach flavor is quite present but not overpowering.  It is very refreshing, just awesome actually. One of those products you literally stumble upon and see yourself using it the rest of your life.  Kids love it too so that's the ultimate test in my book!  It's best with ice cubes though - the flavor kinda grabs you otherwise.  You don't need much - just a bit of a squirt into an 8-ounce glass of water and you're done.  The package will last for about 10-12 glasses of good tea, which isn't too bad and it doesn't need refrigerated after opening.  You need to use it within 30 days, however, after opening.<br /><br />Great product, a great idea and a very fast pick-me-up at work.  Highly, highly recommend!"
223720,B006BXV130,A1Z54EM24Y40LL,c2,0,0,5,1331078400,"Not for the ""occasional"" chocolate fancier","YUM!  All you ladies out there who are chocolate addicts, thank Kellogg's for coming through for us!  Wow, is this stuff awesome!  Imagine little puffs full of rich chocolate, oozing out and gushing all over your mouth, while floating in milk.  Now you don't have to dunk your cookies to get the same effect!  Wow!  It is quite rich to eat for breakfast, no doubt there, but if  you're used to having chocolate chip pancakes, well, by all means, indulge!  This does have some good things in it besides chocolate - whole grains too.  You don't get much in this box but hey, that's what coupons are for!  Great, great, great stuff, HIGHLY recommend!"
223968,B004H6MV28,ALEABNMSVO1JI,gibble,0,0,5,1350172800,Comfort in a cup,"This Chai Latte is a ""go to"" when you want a little something sweet or just to relax and enjoy the moment.  Great product that is always on the mark."
226209,B001E6GLPW,A1Z54EM24Y40LL,c2,0,0,5,1198108800,Great breakfast food for picky eaters!,"That said, if you do have little ones who just don't care much about eating breakfast, these are a godsend.  They taste fantastic and most kids love that apple/cinnamon combo.  Like eating applesauce in a breakfast bar.  Plus, they're getting the vitamins too so it's hard to miss with this one.  If you're an adult, you probably need two of these - they're fairly skimpy so they won't fill you up in the mornings.  But, they taste fantastic!  Recommend!"
227615,B001FSJCPK,A1Z54EM24Y40LL,c2,10,10,5,1230336000,AWESOME product!,"Every so often you try a product and wonder, ""why did it take forever for someone to invent these?"" Well, this is that product!  If you've ever had the joy of having fangs come down on your hand while giving medication to a cat, well, try these!  These things are one of ""those"" products that everyone should know about.  My cat has to be on medication for the rest of his life and these things are a true God send.  He LOVES them and never knows there's a pill inside of them.  They have a hole in the center, you place your pill in there, then seal it up, feed it to your cat.  They just think they are getting a treat, not a pill.  It's the consistency of cookie dough so it's like putting a pill in cookie dough and squishing it together.  I just LOVE these things and so does my cat. He already loved the regular Greenies treats and well, this was an obvious solution.  HIGHLY, HIGHLY, HIGHLY RECOMMEND! Great price here too on amazon with the buy 4 get one free thing. Made it cheaper than my local store and WAY cheaper that the vet!"
228845,B0058AMY10,A32NC2UF34RJQY,D. Pagliassotti,0,0,5,1351209600,Great for HS lunch,"Great for HS lunch, kid enjoy as a snack also, will buy again. Salted chips are good too, tried them too."
230233,B00004RYGX,A20EEWWSFMZ1PN,"bernie ""webviator""",0,0,5,1226016000,"Beetlejuice, Beetlejuice, Beetlejuice!","Adam and Barbara Maitland (Alec Baldwin and Geena Davis) are staying home for their vacation. In an effort to avoid driving over a cute loose mutt, they, car and all plunge over a bridge. The next thing they know is that they are home. However, something is a tad strange. Yep soon, they find they are the recently deceased.  How will they cope with the situation and where can they find help whim strange people purchase and intend to occupy the house?<br /><br />The story takes some intriguing turns. Moreover, the music instead of being a background mood helper is actually as important as the other characters in the story. ""Day-o, he say day-ay-ay-o.""<br /><br />This film is an excellent candidate for Blu-ray. The Blu-ray version also has the standard extras. I am not sure but I could swear there are more scenes than I saw in earlier versions.<br /><br /><a href=""http://www.amazon.com/gp/product/B001B504LI"">The Uninvited</a>"
230261,B00004RYGX,A3L5V40F14R2GP,AARON,0,0,4,1004054400,Beetlejuice! Beetlejuice! Beatlejuice!,"Winona Ryder is HOT! HOT! HOT! as the gothic death-rock princess of Doom (see &quot;Lucas&quot; for more W.R. action) The best performance from that eldest Baldwin brother that I've ever seen from any of them.His zenith I'm sure. BEST PERFORMANCE - goes to - Miss Ryder!,of course, I'm a BIG fan, you see? FAV PART - when Beetlejuice was chumming up to Baldwin's character while wearing the same type clothes. No big deal, just witty and clever charm with spit. and when Beetlejuice hits up on Gina Davis and/or Winona Ryder"
230272,B00004RYGX,A2C5VLIJMDPWHI,"Shamontiel L. Vaughn ""I'm boycotting Amazon's...",1,2,5,1309305600,Will probably never get tired of this movie,"I've watched this movie so many times I know the dinner table dance routine. Somebody linked it on Facebook, and it made me want to watch the movie again so I did--haven't seen it in years, and I'm surprised I still know the routine. Michael Keaton does a great job as the oh-so-disgusting Beetlejuice, and the rest of the cast plays their roles just as well. The film's plot is just plain weird, but they pulled it off. Couple gets into car accident, dies, tries to figure out how to still live in their house while being dead, and a new family moves in. Should they haunt them? Should they be seen? How do both families coexist, especially with the daughter (Winona Ryder) able to see the ghosts who thought they were in the clear? And why is Beetlejuice always there to crash the party? The movie had a quick pace, funny dialogue and plenty of memorable visuals."
230280,B00004RYGX,A32207GKRIJYDI,Tim Chapin,1,2,5,1079222400,I can't believe this is Michael Keaton!!!,"Beetlejuice is truly a work of art!<br />A bit funny, a bit creepy...simply a masterpiece with a great soundtrack to go with.<br />Tim Burton truly knows how to take you to another world.<br />Great casting as well...nothing could be better about this DVD movie!"
230310,B00004RYGX,A1ODDK3N8XC7UP,Tommy Evans,1,3,5,1327968000,Classic,I bought the movie because I remember enjoying it as a kid. it did not disappoint. The story and look of the film holds up well.
230585,B007PA32OE,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",0,0,5,1349568000,"Green Mountain Coffee, Nantucket Blend K-Cup Portion Pack for Keurig Brewers, 50 count",I received the order in time. I love the flavor of this coffee and I can only make one cup of coffee at a time so I have a fresh cup of coffee all the time.
231720,B000F9XBA2,A1Z54EM24Y40LL,c2,3,3,5,1203206400,Still the best!,"These saltines have been around ever since the beginning of time, or so I think!  You can even get antique tins in which these used to be sold.  They're still the best in my book, have the best flavor, do the best job of keeping away the flu symptoms, and taste the best in soups and recipes.  I don't buy anything else any more.  I've tried them all just for fun and always have to come back to Premium.  Highly recommend!"
